,accountNumber,customerId,creditLimit,availableMoney,transactionAmount,merchantName,acqCountry,merchantCountryCode,posEntryMode,posConditionCode,merchantCategoryCode,cardCVV,enteredCVV,cardLast4Digits,transactionType,isFraud,currentBalance,cardPresent,expirationDateKeyInMatch,accountOpenDate,transactionDateTime,currentExpDate,dateOfLastAddressChange
190229,663333759,663333759,7500.0,3605.54,52.26,Lyft,US,US,05,01,rideshare,372,372,5916,PURCHASE,0,3894.46,False,False,2013-09-25 00:00:00,2016-11-13 07:30:42,2019-09-01 00:00:00,2013-09-25 00:00:00
67114,552158878,552158878,5000.0,905.85,238.38,AMC #724446,US,US,05,01,entertainment,783,783,6512,PURCHASE,0,4094.15,True,False,2012-12-06 00:00:00,2016-06-01 23:46:24,2028-07-01 00:00:00,2016-03-27 00:00:00
217237,631505933,631505933,5000.0,2980.42,109.34,Tim Hortons #829008,US,US,09,01,fastfood,682,105,1823,PURCHASE,0,2019.58,True,False,2014-06-04 00:00:00,2016-11-13 20:13:06,2019-02-01 00:00:00,2014-06-04 00:00:00
105600,836088095,836088095,5000.0,4524.21,74.76,Subway #568254,US,US,05,01,fastfood,529,529,6000,PURCHASE,0,475.79,True,False,2015-12-18 00:00:00,2016-05-05 04:21:38,2031-05-01 00:00:00,2015-12-18 00:00:00
104963,629606479,629606479,7500.0,3636.37,234.42,Domino's Pizza #829843,US,US,05,01,fastfood,176,176,2251,PURCHASE,0,3863.63,True,False,2010-09-21 00:00:00,2016-05-28 01:24:16,2019-07-01 00:00:00,2016-05-15 00:00:00
440441,907117435,907117435,2500.0,137.12,102.56,ebay.com,US,US,05,01,online_retail,442,442,5679,PURCHASE,0,2362.88,False,False,2013-12-26 00:00:00,2016-08-08 04:07:17,2020-12-01 00:00:00,2013-12-26 00:00:00
228960,372336038,372336038,7500.0,4686.28,180.03,Lyft,US,US,09,01,rideshare,602,602,1660,PURCHASE,0,2813.72,False,False,2015-06-26 00:00:00,2016-11-10 15:55:27,2024-10-01 00:00:00,2016-04-22 00:00:00
166311,721933681,721933681,5000.0,4715.6,113.33,Lyft,US,US,05,01,rideshare,440,440,9351,PURCHASE,0,284.4,False,False,2015-02-19 00:00:00,2016-06-19 06:37:07,2018-08-01 00:00:00,2015-02-19 00:00:00
372640,973191329,973191329,15000.0,1371.64,56.73,Uber,US,US,02,01,rideshare,941,941,125,PURCHASE,0,13628.36,False,False,2015-07-18 00:00:00,2016-03-30 19:26:53,2030-10-01 00:00:00,2016-01-29 00:00:00
381627,823810482,823810482,7500.0,5372.82,13.6,amazon.com,US,US,05,08,online_retail,847,847,6400,PURCHASE,0,2127.18,False,False,2012-07-14 00:00:00,2016-02-19 15:57:53,2027-09-01 00:00:00,2012-07-14 00:00:00
566087,144991614,144991614,15000.0,3902.06,7.64,Uber,US,US,05,08,rideshare,988,988,244,PURCHASE,0,11097.94,False,False,2015-06-08 00:00:00,2016-12-29 16:05:04,2030-02-01 00:00:00,2016-10-27 00:00:00
479251,867928512,867928512,10000.0,6528.67,79.41,Tim Hortons #838100,US,US,05,01,fastfood,878,878,6968,PURCHASE,0,3471.33,True,False,2015-08-15 00:00:00,2016-09-28 20:04:59,2019-02-01 00:00:00,2015-08-15 00:00:00
74800,394533055,394533055,5000.0,1612.46,8.68,Apple iTunes,US,US,09,01,mobileapps,331,331,933,PURCHASE,0,3387.54,False,False,2015-09-04 00:00:00,2016-09-22 07:27:08,2024-04-01 00:00:00,2015-09-04 00:00:00
420906,289059209,289059209,7500.0,6365.63,156.01,Burger King #733345,US,US,09,01,fastfood,148,148,9716,PURCHASE,0,1134.37,True,False,2012-10-30 00:00:00,2016-08-08 06:53:07,2025-05-01 00:00:00,2016-07-18 00:00:00
121980,782804922,782804922,7500.0,7332.23,82.0,Shake Shack #221321,US,US,09,01,fastfood,409,409,8954,PURCHASE,0,167.77,True,False,2015-12-11 00:00:00,2016-10-12 22:11:24,2019-10-01 00:00:00,2015-12-11 00:00:00
43671,246780374,246780374,250.0,185.44,99.04,34th BBQ #214431,US,US,09,08,food,426,426,0000,PURCHASE,0,64.56,True,False,2015-11-25 00:00:00,2016-06-19 05:25:21,2028-06-01 00:00:00,2016-04-02 00:00:00
428037,838085703,838085703,5000.0,1127.06,103.65,EZ Putt Putt #240241,US,US,80,01,entertainment,625,625,4062,PURCHASE,0,3872.94,True,False,2015-09-24 00:00:00,2016-07-03 01:26:23,2028-10-01 00:00:00,2016-06-06 00:00:00
220379,422748173,422748173,15000.0,11356.12,14.16,gap.com,US,US,09,01,online_retail,461,461,9686,PURCHASE,0,3643.88,False,False,2012-02-14 00:00:00,2016-08-29 15:25:45,2022-03-01 00:00:00,2016-03-09 00:00:00
235938,289187194,289187194,10000.0,3096.85,79.84,Popeyes #255300,US,US,02,01,fastfood,951,951,4976,PURCHASE,0,6903.15,True,False,2015-12-30 00:00:00,2016-11-20 12:56:14,2028-06-01 00:00:00,2015-12-30 00:00:00
120347,979187005,979187005,5000.0,1295.52,12.43,NY BBQ,US,US,09,01,food,741,741,2315,PURCHASE,0,3704.48,True,False,2015-03-16 00:00:00,2016-04-09 20:35:15,2027-09-01 00:00:00,2016-01-29 00:00:00
371250,112681419,112681419,15000.0,14801.58,108.25,cheapfast.com,US,US,05,08,online_retail,342,342,2639,PURCHASE,0,198.42,False,False,2015-01-14 00:00:00,2016-07-04 14:35:56,2021-01-01 00:00:00,2015-01-14 00:00:00
152895,196359719,196359719,15000.0,14877.39,247.53,gap.com,US,US,09,08,online_retail,376,376,2963,PURCHASE,0,122.61,False,False,2010-02-21 00:00:00,2016-09-16 11:52:50,2022-01-01 00:00:00,2010-02-21 00:00:00
350358,543402514,543402514,7500.0,1089.86,19.34,staples.com,US,US,02,08,online_retail,178,178,8095,PURCHASE,0,6410.14,False,False,2014-12-29 00:00:00,2016-12-11 19:53:53,2019-04-01 00:00:00,2014-12-29 00:00:00
441247,330311840,330311840,15000.0,14642.07,0.0,Apple iTunes,US,US,09,01,mobileapps,692,692,4856,PURCHASE,0,357.93,False,False,2011-11-24 00:00:00,2016-04-05 17:46:22,2020-06-01 00:00:00,2011-11-24 00:00:00
102410,522632181,522632181,7500.0,7061.17,8.51,Spotify,US,US,02,01,online_subscriptions,514,514,28,PURCHASE,0,438.83,False,False,2015-03-25 00:00:00,2016-04-26 19:10:35,2022-04-01 00:00:00,2016-01-07 00:00:00
560850,680093254,680093254,5000.0,1404.9,189.19,34th Diner,US,US,02,01,food,625,625,624,PURCHASE,0,3595.1,False,False,2014-01-08 00:00:00,2016-11-01 04:25:36,2028-07-01 00:00:00,2016-04-13 00:00:00
64819,335334122,335334122,15000.0,4710.85,98.29,gap.com,US,US,09,01,online_retail,465,465,5968,PURCHASE,0,10289.15,False,False,2015-10-30 00:00:00,2016-04-20 17:48:45,2028-02-01 00:00:00,2015-10-30 00:00:00
180047,897411043,897411043,15000.0,14989.34,127.37,Fast Mobile #43642,US,US,09,01,cable/phone,263,263,7198,PURCHASE,0,10.66,False,False,2012-06-15 00:00:00,2016-08-11 16:29:42,2025-12-01 00:00:00,2016-08-05 00:00:00
13231,824423647,824423647,2500.0,245.71,294.74,walmart.com,US,US,05,01,online_retail,226,226,6606,PURCHASE,0,2254.29,False,False,2014-08-22 00:00:00,2016-05-19 10:03:52,2030-06-01 00:00:00,2016-03-06 00:00:00
423576,270641542,270641542,50000.0,14519.52,31.66,Universe Massage #928178,US,US,09,01,personal care,269,269,6505,PURCHASE,0,35480.48,True,False,2012-03-26 00:00:00,2016-11-29 02:37:50,2024-12-01 00:00:00,2016-07-02 00:00:00
535531,318001076,318001076,50000.0,19171.77,371.25,cheapfast.com,US,US,05,01,online_retail,633,633,1789,PURCHASE,0,30828.23,False,False,2015-12-11 00:00:00,2016-08-08 22:43:44,2021-11-01 00:00:00,2016-07-22 00:00:00
282930,996361391,996361391,250.0,172.36,3.92,Apple iTunes,US,US,05,01,mobileapps,112,112,3936,PURCHASE,0,77.64,False,False,2010-04-18 00:00:00,2016-11-20 23:05:26,2028-04-01 00:00:00,2010-04-18 00:00:00
221498,685394973,685394973,5000.0,3925.55,84.86,staples.com,US,US,90,08,online_retail,202,202,9956,PURCHASE,0,1074.45,False,False,2013-11-28 00:00:00,2016-06-25 19:00:03,2027-11-01 00:00:00,2016-03-28 00:00:00
512891,197807662,197807662,7500.0,4346.01,478.59,Uptown Steakhouse,US,US,09,01,food,294,294,244,PURCHASE,0,3153.99,True,False,2015-03-03 00:00:00,2016-05-02 06:09:03,2026-06-01 00:00:00,2015-03-03 00:00:00
503892,206797099,206797099,20000.0,19895.17,180.14,Universe Massage #550596,US,US,02,08,personal care,714,714,9081,PURCHASE,0,104.83,True,False,2012-01-10 00:00:00,2016-07-03 00:49:57,2024-08-01 00:00:00,2012-01-10 00:00:00
130198,840594231,840594231,2500.0,1157.22,193.0,Next Day eCards,US,US,05,01,online_gifts,677,677,2777,PURCHASE,0,1342.78,False,False,2014-10-24 00:00:00,2016-01-07 06:56:01,2022-03-01 00:00:00,2014-10-24 00:00:00
452203,890796581,890796581,15000.0,2164.21,242.35,EZ Putt Putt #40513,US,US,02,01,entertainment,772,772,4962,PURCHASE,0,12835.79,True,False,2015-12-31 00:00:00,2016-06-19 22:53:48,2020-02-01 00:00:00,2015-12-31 00:00:00
542248,393245351,393245351,10000.0,9525.28,0.96,AMC #606218,US,US,02,01,entertainment,694,694,785,PURCHASE,0,474.72,True,False,2015-11-19 00:00:00,2016-07-13 06:09:38,2019-08-01 00:00:00,2016-01-02 00:00:00
332654,645976627,645976627,2500.0,1500.65,30.57,CVS #888385,US,US,05,08,health,388,388,218,PURCHASE,0,999.35,False,False,2014-06-26 00:00:00,2016-06-04 12:45:08,2029-05-01 00:00:00,2016-02-19 00:00:00
59371,235721673,235721673,5000.0,1956.29,230.73,Subway #185290,US,US,05,01,fastfood,397,397,9984,PURCHASE,0,3043.71,True,False,2013-06-15 00:00:00,2016-01-19 22:23:40,2019-06-01 00:00:00,2013-06-15 00:00:00
409987,812328116,812328116,5000.0,3467.25,83.12,sears.com,US,US,05,01,online_retail,312,312,5335,PURCHASE,0,1532.75,False,False,2011-05-20 00:00:00,2016-01-21 01:55:51,2030-05-01 00:00:00,2016-01-16 00:00:00
356937,843697122,843697122,10000.0,3347.36,453.16,oldnavy.com,US,US,05,08,online_retail,160,160,7228,PURCHASE,0,6652.64,False,False,2015-03-14 00:00:00,2016-08-28 02:43:06,2024-05-01 00:00:00,2016-08-05 00:00:00
300853,253812347,253812347,7500.0,1903.46,121.65,AMC #692956,US,US,02,01,entertainment,849,849,0000,REVERSAL,0,5596.54,True,False,2014-11-09 00:00:00,2016-02-27 10:38:29,2028-03-01 00:00:00,2014-11-09 00:00:00
69180,130169952,130169952,2500.0,2500.0,152.98,cheapfast.com,US,US,05,08,online_retail,332,332,5911,PURCHASE,0,0.0,False,False,2015-06-12 00:00:00,2016-04-02 21:19:52,2029-10-01 00:00:00,2015-06-12 00:00:00
154896,949909092,949909092,7500.0,1721.05,114.42,EZ Putt Putt #551896,PR,PR,90,08,entertainment,679,679,5730,REVERSAL,0,5778.95,True,False,2010-06-08 00:00:00,2016-10-13 15:59:05,2025-09-01 00:00:00,2016-07-09 00:00:00
25047,772212779,772212779,250.0,250.0,126.9,Quizno's #949567,US,US,02,01,fastfood,773,773,9056,PURCHASE,0,0.0,True,False,2015-12-26 00:00:00,2016-11-09 16:45:15,2027-12-01 00:00:00,2016-10-14 00:00:00
308356,278064853,278064853,500.0,500.0,26.25,ebay.com,US,US,02,01,online_retail,676,676,7267,PURCHASE,0,0.0,False,False,2013-08-24 00:00:00,2016-03-21 19:22:21,2025-10-01 00:00:00,2016-03-11 00:00:00
210484,233924651,233924651,5000.0,3133.14,398.6,gap.com,US,US,02,01,online_retail,728,728,636,PURCHASE,0,1866.86,False,False,2015-09-08 00:00:00,2016-02-19 13:33:34,2028-06-01 00:00:00,2015-09-08 00:00:00
518472,225833737,225833737,1000.0,662.76,8.96,Best Deli #329705,US,US,05,01,food,925,925,5092,PURCHASE,0,337.24,True,False,2014-12-28 00:00:00,2016-12-30 18:58:58,2025-10-01 00:00:00,2016-08-30 00:00:00
161805,401685755,401685755,15000.0,9785.69,104.78,Hardee's #444908,US,US,02,01,fastfood,177,177,3217,PURCHASE,0,5214.31,True,False,2015-12-17 00:00:00,2016-04-23 18:44:33,2031-06-01 00:00:00,2015-12-17 00:00:00
472026,587504918,587504918,2500.0,1466.92,467.08,Lyft,US,US,05,01,rideshare,783,783,6157,PURCHASE,0,1033.08,False,False,2015-02-24 00:00:00,2016-02-05 03:02:31,2029-08-01 00:00:00,2015-02-24 00:00:00
8459,878385698,878385698,50000.0,49788.54,64.23,AMC #552863,US,US,05,01,entertainment,654,654,6179,PURCHASE,0,211.46,True,False,2011-04-16 00:00:00,2016-10-23 23:14:31,2031-02-01 00:00:00,2011-04-16 00:00:00
242359,877017103,877017103,5000.0,2290.05,197.46,Hilton Hotels #587329,US,US,09,01,hotels,731,731,4690,PURCHASE,0,2709.95,True,False,2014-01-31 00:00:00,2016-12-19 19:33:29,2023-01-01 00:00:00,2016-12-08 00:00:00
272891,574370401,574370401,50000.0,25634.61,354.2,Regal Cinemas #729464,US,US,09,01,entertainment,356,356,7701,PURCHASE,0,24365.39,True,False,2013-09-20 00:00:00,2016-11-01 02:51:53,2023-05-01 00:00:00,2013-09-20 00:00:00
515394,839654372,839654372,7500.0,5645.64,11.13,Universe Massage #596422,US,US,02,01,personal care,583,583,6324,PURCHASE,0,1854.36,True,False,2015-05-25 00:00:00,2016-10-22 16:22:29,2024-07-01 00:00:00,2015-05-25 00:00:00
529378,945237439,945237439,5000.0,407.33,28.31,Wall Street Times,US,US,09,08,subscriptions,345,345,1256,PURCHASE,0,4592.67,False,False,2013-01-01 00:00:00,2016-08-12 09:58:16,2027-12-01 00:00:00,2013-01-01 00:00:00
347330,422259014,422259014,20000.0,12943.24,212.76,NYSC #93575,US,US,05,01,health,385,385,2521,PURCHASE,0,7056.76,False,False,2014-12-20 00:00:00,2016-06-13 02:47:59,2031-07-01 00:00:00,2014-12-20 00:00:00
284003,500427148,500427148,20000.0,16904.62,19.3,gap.com,US,US,02,01,online_retail,201,201,1459,PURCHASE,0,3095.38,False,False,2014-06-06 00:00:00,2016-04-11 07:47:15,2018-07-01 00:00:00,2014-06-06 00:00:00
127540,837572727,837572727,15000.0,15000.0,126.57,Uber,US,US,02,01,rideshare,766,766,9565,PURCHASE,0,0.0,False,False,2013-08-25 00:00:00,2016-05-08 04:44:34,2025-10-01 00:00:00,2013-08-25 00:00:00
487669,692843122,692843122,10000.0,9644.45,56.19,Golds Gym #747443,US,US,09,08,health,579,579,809,PURCHASE,0,355.55,False,False,2013-05-30 00:00:00,2016-11-13 06:33:47,2022-06-01 00:00:00,2013-05-30 00:00:00
112553,442745274,442745274,15000.0,14566.79,34.21,Texas Gas #143387,US,US,09,01,fuel,348,348,6073,PURCHASE,0,433.21,True,False,2009-11-15 00:00:00,2016-12-22 22:35:36,2028-01-01 00:00:00,2009-11-15 00:00:00
499694,671323720,671323720,7500.0,1106.96,96.49,Boston Bistro,US,US,05,01,food,220,220,6674,PURCHASE,0,6393.04,True,False,2013-09-14 00:00:00,2016-12-09 20:12:39,2020-03-01 00:00:00,2016-11-27 00:00:00
203136,786923564,786923564,20000.0,16199.65,127.78,Shake Shack #655724,US,US,09,08,fastfood,152,152,3982,PURCHASE,0,3800.35,True,False,2015-01-07 00:00:00,2016-08-06 18:05:55,2023-07-01 00:00:00,2016-04-11 00:00:00
464475,390852976,390852976,5000.0,326.77,38.89,Fresh Flowers,US,US,02,01,online_gifts,682,682,9108,PURCHASE,0,4673.23,False,False,2015-08-13 00:00:00,2016-09-04 21:33:38,2028-04-01 00:00:00,2016-07-22 00:00:00
282461,151089851,151089851,5000.0,2888.48,29.58,Universe Massage #958412,US,US,90,08,personal care,811,811,6872,PURCHASE,0,2111.52,True,False,2014-07-21 00:00:00,2016-11-22 09:47:49,2023-05-01 00:00:00,2014-07-21 00:00:00
9457,858528314,858528314,7500.0,1335.27,87.63,Next Day Online Services,US,US,09,08,online_gifts,144,144,4562,PURCHASE,0,6164.73,True,False,2015-06-21 00:00:00,2016-07-11 17:36:23,2018-08-01 00:00:00,2016-03-16 00:00:00
307835,278064853,278064853,500.0,500.0,121.85,staples.com,US,US,05,08,online_retail,676,676,7267,PURCHASE,0,0.0,False,False,2013-08-24 00:00:00,2016-02-05 13:38:40,2022-07-01 00:00:00,2016-01-03 00:00:00
634873,391364360,391364360,20000.0,19909.2,30.03,Hilton Hotels #119121,US,US,02,01,hotels,643,643,4334,PURCHASE,0,90.8,False,False,2015-04-19 00:00:00,2016-05-01 20:53:14,2028-08-01 00:00:00,2015-04-19 00:00:00
367421,183028649,183028649,15000.0,14696.94,8.16,Play Store,US,US,02,08,mobileapps,546,546,1609,PURCHASE,0,303.06,False,False,2013-06-17 00:00:00,2016-12-15 00:42:48,2021-08-01 00:00:00,2013-06-17 00:00:00
156493,387040271,387040271,5000.0,746.64,21.32,Uber,US,US,09,01,rideshare,347,347,1972,PURCHASE,0,4253.36,False,False,2011-12-06 00:00:00,2016-04-13 22:10:20,2024-12-01 00:00:00,2016-03-07 00:00:00
435137,311019462,311019462,250.0,58.88,401.61,Fresh eCards,US,US,09,08,online_gifts,940,940,7787,PURCHASE,0,191.12,False,False,2014-01-19 00:00:00,2016-08-23 22:00:35,2026-08-01 00:00:00,2016-06-15 00:00:00
609965,281425573,281425573,15000.0,8128.47,148.85,alibaba.com,US,US,02,08,online_retail,155,155,8882,PURCHASE,0,6871.53,False,False,2014-02-13 00:00:00,2016-11-20 21:20:48,2030-11-01 00:00:00,2016-06-16 00:00:00
589756,423667120,423667120,20000.0,7491.98,52.48,South Sandwitch Bar,US,US,09,01,food,622,622,6616,PURCHASE,0,12508.02,True,False,2015-11-03 00:00:00,2016-05-18 21:45:19,2023-07-01 00:00:00,2016-01-20 00:00:00
608026,997379599,997379599,5000.0,251.28,486.38,Domino's Pizza #150260,US,US,09,01,fastfood,150,150,7270,PURCHASE,0,4748.72,True,False,2012-02-05 00:00:00,2016-02-23 23:30:52,2022-09-01 00:00:00,2016-01-03 00:00:00
154667,949909092,949909092,7500.0,4840.18,46.66,Auntie Anne's #119237,US,US,05,01,fastfood,679,679,5730,PURCHASE,0,2659.82,True,False,2010-06-08 00:00:00,2016-07-23 04:40:22,2020-07-01 00:00:00,2016-07-09 00:00:00
366607,259874258,259874258,15000.0,2851.99,115.46,Lyft,US,US,05,01,rideshare,896,896,7527,PURCHASE,0,12148.01,False,False,2015-04-02 00:00:00,2016-12-20 09:25:58,2020-02-01 00:00:00,2015-04-02 00:00:00
353985,656315840,656315840,15000.0,9343.94,156.06,Krispy Kreme #808496,US,US,09,01,fastfood,716,716,9450,PURCHASE,0,5656.06,True,False,2013-09-08 00:00:00,2016-06-08 00:43:41,2030-06-01 00:00:00,2013-09-08 00:00:00
483329,950954063,950954063,7500.0,5379.52,142.53,Lyft,US,US,02,01,rideshare,359,359,4940,PURCHASE,0,2120.48,False,False,2015-06-20 00:00:00,2016-08-02 17:46:37,2030-08-01 00:00:00,2015-06-20 00:00:00
539758,139847025,139847025,50000.0,48331.3,253.39,Delta Airlines,US,US,05,01,airline,112,112,3765,PURCHASE,0,1668.7,False,False,2014-07-17 00:00:00,2016-03-31 18:32:38,2031-11-01 00:00:00,2014-07-17 00:00:00
481406,238209010,238209010,10000.0,9285.1,44.0,cheapfast.com,US,US,05,08,online_retail,375,375,1045,PURCHASE,0,714.9,False,False,2015-12-29 00:00:00,2016-05-10 15:32:25,2022-04-01 00:00:00,2015-12-29 00:00:00
326137,249575004,249575004,2500.0,148.68,29.74,staples.com,US,US,02,01,online_retail,605,605,4733,PURCHASE,0,2351.32,False,False,2015-10-08 00:00:00,2016-10-05 19:22:33,2030-12-01 00:00:00,2016-05-05 00:00:00
618557,644529402,644529402,50000.0,39500.05,49.41,cheapfast.com,US,US,02,01,online_retail,402,402,361,PURCHASE,0,10499.95,False,False,2013-04-01 00:00:00,2016-03-29 21:21:27,2026-01-01 00:00:00,2013-04-01 00:00:00
410601,812328116,812328116,5000.0,1193.77,116.4,sears.com,US,US,05,01,online_retail,312,312,5335,PURCHASE,0,3806.23,False,False,2011-05-20 00:00:00,2016-03-02 04:16:26,2030-03-01 00:00:00,2016-01-16 00:00:00
305046,245947913,245947913,10000.0,6041.18,11.84,Fresh eCards,US,US,09,01,online_gifts,414,414,9489,PURCHASE,0,3958.82,False,False,2011-02-22 00:00:00,2016-07-16 08:32:23,2022-08-01 00:00:00,2011-02-22 00:00:00
29703,326545556,326545556,7500.0,2491.28,89.24,Shake Shack #733219,US,US,05,01,fastfood,301,301,6527,PURCHASE,0,5008.72,True,False,2015-07-24 00:00:00,2016-11-22 06:07:07,2020-05-01 00:00:00,2016-08-06 00:00:00
433764,847474815,847474815,20000.0,18889.9,227.14,staples.com,US,US,05,01,online_retail,335,335,4104,PURCHASE,0,1110.1,False,False,2014-01-03 00:00:00,2016-01-21 09:02:53,2020-03-01 00:00:00,2014-01-03 00:00:00
561473,329618478,329618478,250.0,175.71,0.0,staples.com,US,US,09,01,online_retail,848,848,5422,ADDRESS_VERIFICATION,0,74.29,False,False,2015-07-15 00:00:00,2016-06-21 10:21:07,2025-10-01 00:00:00,2015-07-15 00:00:00
420715,289059209,289059209,7500.0,4521.52,120.58,Uber,US,US,09,01,rideshare,148,148,9716,PURCHASE,0,2978.48,False,False,2012-10-30 00:00:00,2016-07-11 00:41:17,2022-09-01 00:00:00,2016-05-04 00:00:00
360761,655806800,655806800,15000.0,13964.39,396.15,In-N-Out #850934,US,US,09,01,fastfood,295,295,1923,PURCHASE,0,1035.61,True,False,2015-09-08 00:00:00,2016-01-21 07:08:48,2022-06-01 00:00:00,2015-09-08 00:00:00
165953,146196930,146196930,15000.0,8949.55,41.57,amazon.com,US,US,09,08,online_retail,188,188,1467,PURCHASE,0,6050.45,False,False,2013-01-02 00:00:00,2016-04-28 12:46:26,2020-07-01 00:00:00,2013-01-02 00:00:00
539461,318001076,318001076,50000.0,12759.44,16.53,cheapfast.com,US,US,05,01,online_retail,633,633,1789,PURCHASE,0,37240.56,False,False,2015-12-11 00:00:00,2016-12-26 14:43:45,2026-11-01 00:00:00,2016-12-10 00:00:00
247831,628107152,628107152,10000.0,9946.77,5.78,Play Store,US,US,05,08,mobileapps,517,517,617,PURCHASE,0,53.23,False,False,2015-04-03 00:00:00,2016-12-20 09:53:01,2023-04-01 00:00:00,2015-04-03 00:00:00
223232,149326974,149326974,7500.0,4711.6,172.18,Arbys #412890,US,US,05,01,fastfood,954,954,302,PURCHASE,0,2788.4,True,False,2014-05-01 00:00:00,2016-11-11 20:36:16,2023-12-01 00:00:00,2014-05-01 00:00:00
306198,715267095,715267095,50000.0,43028.69,299.55,Virgin Airlines,US,US,02,08,airline,467,467,329,PURCHASE,0,6971.31,False,False,2014-03-07 00:00:00,2016-03-27 09:52:15,2028-12-01 00:00:00,2014-03-07 00:00:00
65853,552072046,552072046,5000.0,335.76,59.07,West End Beauty #72256,US,US,09,08,personal care,777,777,6368,PURCHASE,0,4664.24,True,False,2015-03-02 00:00:00,2016-03-24 12:38:43,2031-12-01 00:00:00,2015-03-02 00:00:00
602283,702014992,702014992,7500.0,6521.06,35.65,sears.com,US,US,09,01,online_retail,217,217,9845,PURCHASE,0,978.94,False,False,2015-04-26 00:00:00,2016-08-12 07:32:09,2022-09-01 00:00:00,2016-06-12 00:00:00
175766,822203001,822203001,5000.0,886.61,295.24,1st Deli,US,US,02,01,food,180,180,6060,PURCHASE,0,4113.39,True,False,2014-01-11 00:00:00,2016-10-27 07:25:40,2024-05-01 00:00:00,2016-10-24 00:00:00
565985,144991614,144991614,15000.0,2748.12,60.38,South Steakhouse #796913,US,US,02,01,food,988,988,244,PURCHASE,0,12251.88,True,False,2015-06-08 00:00:00,2016-12-02 06:27:08,2031-10-01 00:00:00,2016-10-27 00:00:00
397966,984764858,984764858,7500.0,7376.52,129.93,Quizno's #126064,US,US,09,08,fastfood,359,359,2506,PURCHASE,0,123.48,True,False,2015-09-24 00:00:00,2016-08-05 08:34:29,2024-06-01 00:00:00,2015-09-24 00:00:00
114055,247403825,247403825,5000.0,1180.82,0.0,Fast Repair,US,US,02,01,auto,752,752,5729,ADDRESS_VERIFICATION,0,3819.18,False,False,2015-12-01 00:00:00,2016-09-26 22:27:50,2026-11-01 00:00:00,2016-06-08 00:00:00
314253,833270526,833270526,500.0,379.13,304.46,apple.com,US,US,02,01,online_retail,564,564,3545,PURCHASE,0,120.87,False,False,2012-04-18 00:00:00,2016-11-16 08:36:38,2026-11-01 00:00:00,2016-04-02 00:00:00
22138,477644889,477644889,15000.0,11272.64,23.77,Rodeway Inn #12935,US,US,80,01,hotels,701,701,4873,PURCHASE,0,3727.36,False,False,2014-06-13 00:00:00,2016-10-15 18:38:57,2022-10-01 00:00:00,2016-07-08 00:00:00
25522,585001940,585001940,7500.0,6145.93,114.32,ikea.com,US,US,09,08,furniture,385,385,4743,PURCHASE,0,1354.07,True,False,2015-04-02 00:00:00,2016-04-10 21:22:49,2030-12-01 00:00:00,2015-04-02 00:00:00
350331,543402514,543402514,7500.0,4559.61,20.65,Washington News,US,US,09,01,subscriptions,178,178,8095,PURCHASE,0,2940.39,False,False,2014-12-29 00:00:00,2016-10-27 22:59:55,2019-03-01 00:00:00,2014-12-29 00:00:00
457536,938253216,938253216,10000.0,2683.49,225.35,AMC #552863,US,US,02,01,entertainment,396,396,0000,PURCHASE,0,7316.51,True,False,2015-11-20 00:00:00,2016-12-16 17:23:16,2018-07-01 00:00:00,2016-11-06 00:00:00
319453,321339733,321339733,7500.0,4761.93,333.2,Planet Fitness #30110,US,US,05,08,health,496,496,3154,PURCHASE,0,2738.07,False,False,2015-05-30 00:00:00,2016-12-08 15:18:14,2021-04-01 00:00:00,2015-05-30 00:00:00
346298,469936019,469936019,15000.0,12975.79,20.55,United Airlines,US,US,05,08,airline,115,115,3321,PURCHASE,0,2024.21,False,False,2014-08-06 00:00:00,2016-11-29 17:39:02,2023-12-01 00:00:00,2014-08-06 00:00:00
569583,311710839,311710839,7500.0,1501.51,75.36,Rodeway Inn #296366,US,US,09,01,hotels,166,166,1517,PURCHASE,0,5998.49,False,False,2014-06-06 00:00:00,2016-02-08 12:33:09,2026-09-01 00:00:00,2016-01-29 00:00:00
254087,919367350,919367350,5000.0,1898.7,49.56,Golds Gym #910138,US,US,02,01,health,560,560,112,PURCHASE,0,3101.3,False,False,2013-04-09 00:00:00,2016-10-24 09:43:08,2019-09-01 00:00:00,2013-04-09 00:00:00
491811,255340678,255340678,20000.0,20000.0,81.11,Quizno's #537448,US,US,02,01,fastfood,469,469,8922,PURCHASE,0,0.0,True,False,2013-06-03 00:00:00,2016-07-24 22:03:24,2023-07-01 00:00:00,2013-06-03 00:00:00
101235,824163344,824163344,7500.0,7184.98,412.05,ebay.com,US,US,05,01,online_retail,786,786,2045,PURCHASE,0,315.02,False,False,2011-04-25 00:00:00,2016-01-14 08:03:54,2030-11-01 00:00:00,2011-04-25 00:00:00
418126,384536423,384536423,15000.0,8296.26,297.13,walmart.com,US,US,02,01,online_retail,819,819,487,PURCHASE,0,6703.74,False,False,2015-04-12 00:00:00,2016-09-29 19:31:05,2025-10-01 00:00:00,2015-04-12 00:00:00
154059,392460381,392460381,20000.0,13489.18,148.56,sears.com,US,US,05,01,online_retail,981,981,9998,PURCHASE,0,6510.82,False,False,2014-04-27 00:00:00,2016-10-03 11:48:52,2020-07-01 00:00:00,2014-04-27 00:00:00
